,title,price,address,details,builder,link,promo_title1,promo_content1,promo_title2,,promo_content2
69,"4717 Cypress Tree Lane. Raleigh, NC 27612 ","From $633,122","4717 Cypress Tree Lane. Raleigh, NC 27612","3 Br | 3.5 Ba | 2 Gr | 2,373 sq ft",Tri Pointe Homes,https://www.newhomesource.com/specdetail/4717-cypress-tree-lane-raleigh-nc-27612/2887246,Well-Being by Design,"Join our neighborhood interest list to be among the first to receive neighborhood updates, available homes, pricing, upcoming events and more! This info will help guide you in your new home search, and trust us, you will love what¡¯s ahead.",,,
70,"Montclair | Apex, NC | Apex, NC","From $660,999","Montclair | Apex, NC","2 Br | 2 Ba | 2 Gr | 2,381 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/montclair-taylor-morrison-apex-nc/2933799,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
71,"Ashford | Apex, NC | Apex, NC","From $716,999","Ashford | Apex, NC","4 Br | 2.5 Ba | 2 Gr | 2,700 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/ashford-taylor-morrison-apex-nc/2714137,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
72,"Shelby | Raleigh, NC | Raleigh, NC","From $555,990","Shelby | Raleigh, NC","3 Br | 2.5 Ba | 2 Gr | 2,373 sq ft",Tri Pointe Homes,https://www.newhomesource.com/plan/shelby-tri-pointe-homes-raleigh-nc/2773082,Well-Being by Design,"Join our neighborhood interest list to be among the first to receive neighborhood updates, available homes, pricing, upcoming events and more! This info will help guide you in your new home search, and trust us, you will love what¡¯s ahead.",,,
73,"Kinston | Raleigh, NC | Raleigh, NC","From $525,990","Kinston | Raleigh, NC","3 Br | 2.5 Ba | 2 Gr | 2,252 sq ft",Tri Pointe Homes,https://www.newhomesource.com/plan/kinston-tri-pointe-homes-raleigh-nc/2773084,Well-Being by Design,"Join our neighborhood interest list to be among the first to receive neighborhood updates, available homes, pricing, upcoming events and more! This info will help guide you in your new home search, and trust us, you will love what¡¯s ahead.",,,
74,"4734 Cypress Tree Lane. Raleigh, NC 27612 ","From $668,707","4734 Cypress Tree Lane. Raleigh, NC 27612","3 Br | 2.5 Ba | 2 Gr | 2,373 sq ft",Tri Pointe Homes,https://www.newhomesource.com/specdetail/4734-cypress-tree-lane-raleigh-nc-27612/2884914,Well-Being by Design,"Join our neighborhood interest list to be among the first to receive neighborhood updates, available homes, pricing, upcoming events and more! This info will help guide you in your new home search, and trust us, you will love what¡¯s ahead.",,,
75,"4711 Cypress Tree Lane. Raleigh, NC 27612 ","From $575,065","4711 Cypress Tree Lane. Raleigh, NC 27612","3 Br | 3.5 Ba | 2 Gr | 2,252 sq ft",Tri Pointe Homes,https://www.newhomesource.com/specdetail/4711-cypress-tree-lane-raleigh-nc-27612/2747132,Well-Being by Design,"Join our neighborhood interest list to be among the first to receive neighborhood updates, available homes, pricing, upcoming events and more! This info will help guide you in your new home search, and trust us, you will love what¡¯s ahead.",,,
76,"Newnan | Apex, NC | Apex, NC",Contact Builder for Details,"Newnan | Apex, NC","3 Br | 2.5 Ba | 2 Gr | 2,141 sq ft",Pulte Homes,https://www.newhomesource.com/plan/newnan-pulte-homes-apex-nc/3213030,"$2,000 Incentive for Hometown Heroes!*",,,,
77,"Continental | Apex, NC | Apex, NC",Contact Builder for Details,"Continental | Apex, NC","4 Br | 2.5 Ba | 2 Gr | 2,869 sq ft",Pulte Homes,https://www.newhomesource.com/plan/continental-pulte-homes-apex-nc/3213027,"$2,000 Incentive for Hometown Heroes!*",,,,
78,"4804 Cypress Tree Lane. Raleigh, NC 27612 ","From $644,913","4804 Cypress Tree Lane. Raleigh, NC 27612","3 Br | 3.5 Ba | 2 Gr | 2,298 sq ft",Tri Pointe Homes,https://www.newhomesource.com/specdetail/4804-cypress-tree-lane-raleigh-nc-27612/2887249,Well-Being by Design,"Join our neighborhood interest list to be among the first to receive neighborhood updates, available homes, pricing, upcoming events and more! This info will help guide you in your new home search, and trust us, you will love what¡¯s ahead.",,,
79,"Summerford | Apex, NC | Apex, NC",Contact Builder for Details,"Summerford | Apex, NC","3 Br | 2.5 Ba | 2 Gr | 2,398 sq ft",Pulte Homes,https://www.newhomesource.com/plan/summerford-pulte-homes-apex-nc/3213029,"$2,000 Incentive for Hometown Heroes!*",,,,
80,"Lexington | Raleigh, NC | Raleigh, NC","From $535,990","Lexington | Raleigh, NC","3 Br | 2.5 Ba | 2 Gr | 2,298 sq ft",Tri Pointe Homes,https://www.newhomesource.com/plan/lexington-tri-pointe-homes-raleigh-nc/2773083,Well-Being by Design,"Join our neighborhood interest list to be among the first to receive neighborhood updates, available homes, pricing, upcoming events and more! This info will help guide you in your new home search, and trust us, you will love what¡¯s ahead.",,,
81,"Nolen | Apex, NC | Apex, NC",Contact Builder for Details,"Nolen | Apex, NC","3 Br | 2.5 Ba | 2 Gr | 2,141 sq ft",Pulte Homes,https://www.newhomesource.com/plan/nolen-pulte-homes-apex-nc/3213028,"$2,000 Incentive for Hometown Heroes!*",,,,
82,"4742 Cypress Tree Lane. Raleigh, NC 27612 ","From $634,982","4742 Cypress Tree Lane. Raleigh, NC 27612","3 Br | 2.5 Ba | 2 Gr | 2,252 sq ft",Tri Pointe Homes,https://www.newhomesource.com/specdetail/4742-cypress-tree-lane-raleigh-nc-27612/2830514,Well-Being by Design,"Join our neighborhood interest list to be among the first to receive neighborhood updates, available homes, pricing, upcoming events and more! This info will help guide you in your new home search, and trust us, you will love what¡¯s ahead.",,,
83,"Ashford | Wake Forest, NC | Wake Forest, NC","From $487,999","Ashford | Wake Forest, NC","4 Br | 2.5 Ba | 2 Gr | 2,700 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/ashford-taylor-morrison-wake-forest-nc/2523216,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
84,"964 Myers Point Drive. Morrisville, NC 27560 ","From $799,990","964 Myers Point Drive. Morrisville, NC 27560","4 Br | 3.5 Ba | 2 Gr | 3,382 sq ft",Baker Residential,https://www.newhomesource.com/specdetail/964-myers-point-drive-morrisville-nc-27560/2833981,,,,,
85,"Ashford | Wake Forest, NC | Wake Forest, NC","From $487,999","Ashford | Wake Forest, NC","4 Br | 2.5 Ba | 2 Gr | 2,700 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/ashford-taylor-morrison-wake-forest-nc/2523216,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
86,"964 Myers Point Drive. Morrisville, NC 27560 ","From $799,990","964 Myers Point Drive. Morrisville, NC 27560","4 Br | 3.5 Ba | 2 Gr | 3,382 sq ft",Baker Residential,https://www.newhomesource.com/specdetail/964-myers-point-drive-morrisville-nc-27560/2833981,,,,,
87,"Renown | Clayton, NC | Clayton, NC","From $609,990","Renown | Clayton, NC","3 Br | 3.5 Ba | 3 Gr | 2,712 sq ft",Del Webb,https://www.newhomesource.com/plan/renown-del-webb-clayton-nc/2503122,"$2,000 Incentive for Hometown Heroes!*",,,,
88,"294 Arcadius Dr. Clayton, NC 27520 ","From $605,870","294 Arcadius Dr. Clayton, NC 27520","2 Br | 2 Ba | 2 Gr | 1,969 sq ft",Del Webb,https://www.newhomesource.com/specdetail/294-arcadius-dr-clayton-nc-27520/2885641,"$2,000 Incentive for Hometown Heroes!*",,,,
89,"344 Arcadius Dr. Clayton, NC 27520 ","From $604,330","344 Arcadius Dr. Clayton, NC 27520","2 Br | 2.5 Ba | 2 Gr | 2,176 sq ft",Del Webb,https://www.newhomesource.com/specdetail/344-arcadius-dr-clayton-nc-27520/2885638,"$2,000 Incentive for Hometown Heroes!*",,,,
90,"334 Arcadius Dr. Clayton, NC 27520 ","From $597,570","334 Arcadius Dr. Clayton, NC 27520","2 Br | 2 Ba | 2 Gr | 1,872 sq ft",Del Webb,https://www.newhomesource.com/specdetail/334-arcadius-dr-clayton-nc-27520/2885637,"$2,000 Incentive for Hometown Heroes!*",,,,
91,"304 Arcadius Dr. Clayton, NC 27520 ","From $589,460","304 Arcadius Dr. Clayton, NC 27520","2 Br | 2 Ba | 2 Gr | 1,809 sq ft",Del Webb,https://www.newhomesource.com/specdetail/304-arcadius-dr-clayton-nc-27520/2885639,"$2,000 Incentive for Hometown Heroes!*",,,,
92,"Stellar | Clayton, NC | Clayton, NC","From $579,990","Stellar | Clayton, NC","2 Br | 2.5 Ba | 2 Gr | 2,240 sq ft",Del Webb,https://www.newhomesource.com/plan/stellar-del-webb-clayton-nc/2503121,"$2,000 Incentive for Hometown Heroes!*",,,,
93,"Stardom | Clayton, NC | Clayton, NC","From $572,990","Stardom | Clayton, NC","2 Br | 2.5 Ba | 3 Gr | 2,179 sq ft",Del Webb,https://www.newhomesource.com/plan/stardom-del-webb-clayton-nc/2503120,"$2,000 Incentive for Hometown Heroes!*",,,,
94,"Prestige | Clayton, NC | Clayton, NC","From $495,990","Prestige | Clayton, NC","2 Br | 2.5 Ba | 2 Gr | 1,987 sq ft",Del Webb,https://www.newhomesource.com/plan/prestige-del-webb-clayton-nc/2503119,"$2,000 Incentive for Hometown Heroes!*",,,,
95,"Palmary | Clayton, NC | Clayton, NC","From $494,990","Palmary | Clayton, NC","2 Br | 2 Ba | 2 Gr | 1,858 sq ft",Del Webb,https://www.newhomesource.com/plan/palmary-del-webb-clayton-nc/2503118,"$2,000 Incentive for Hometown Heroes!*",,,,
96,"Mainstay | Clayton, NC | Clayton, NC","From $492,990","Mainstay | Clayton, NC","2 Br | 2 Ba | 2 Gr | 1,872 sq ft",Del Webb,https://www.newhomesource.com/plan/mainstay-del-webb-clayton-nc/2503117,"$2,000 Incentive for Hometown Heroes!*",,,,
97,"Mystique | Clayton, NC | Clayton, NC","From $491,990","Mystique | Clayton, NC","2 Br | 2 Ba | 2 Gr | 1,809 sq ft",Del Webb,https://www.newhomesource.com/plan/mystique-del-webb-clayton-nc/2503116,"$2,000 Incentive for Hometown Heroes!*",,,,
98,"Compass | Clayton, NC | Clayton, NC","From $393,990","Compass | Clayton, NC","2 Br | 2 Ba | 2 Gr | 1,403 sq ft",Del Webb,https://www.newhomesource.com/plan/compass-del-webb-clayton-nc/2503115,"$2,000 Incentive for Hometown Heroes!*",,,,
99,"Contour | Clayton, NC | Clayton, NC","From $385,990","Contour | Clayton, NC","2 Br | 2 Ba | 2 Gr | 1,345 sq ft",Del Webb,https://www.newhomesource.com/plan/contour-del-webb-clayton-nc/2503114,"$2,000 Incentive for Hometown Heroes!*",,,,
100,"Alpine | Clayton, NC | Clayton, NC","From $369,990","Alpine | Clayton, NC","2 Br | 2 Ba | 2 Gr | 1,223 sq ft",Del Webb,https://www.newhomesource.com/plan/alpine-del-webb-clayton-nc/2503113,"$2,000 Incentive for Hometown Heroes!*",,,,
101,"104 South Chubb Ridge. Clayton, NC 27520 ","From $254,990","104 South Chubb Ridge. Clayton, NC 27520","3 Br | 2 Ba | 1 Gr | 1,386 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/104-south-chubb-ridge-clayton-nc-27520/2797812,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
102,"102 North Chubb Ridge. Clayton, NC 27520 ","From $254,990","102 North Chubb Ridge. Clayton, NC 27520","3 Br | 2 Ba | 1 Gr | 1,386 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/102-north-chubb-ridge-clayton-nc-27520/2857954,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
103,"104 North Chubb Ridge. Clayton, NC 27520 ","From $254,990","104 North Chubb Ridge. Clayton, NC 27520","3 Br | 2 Ba | 1 Gr | 1,386 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/104-north-chubb-ridge-clayton-nc-27520/2893667,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
104,"108 North Chubb Ridge. Clayton, NC 27520 ","From $254,990","108 North Chubb Ridge. Clayton, NC 27520","3 Br | 2 Ba | 1 Gr | 1,386 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/108-north-chubb-ridge-clayton-nc-27520/2893662,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
105,"Pulsar | Clayton, NC | Clayton, NC","From $267,990","Pulsar | Clayton, NC","3 Br | 2 Ba | 1 Gr | 1,386 sq ft",Starlight Homes,https://www.newhomesource.com/plan/pulsar-starlight-homes-clayton-nc/2857686,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
106,"109 North Chubb Ridge. Clayton, NC 27520 ","From $268,990","109 North Chubb Ridge. Clayton, NC 27520","3 Br | 2 Ba | 1 Gr | 1,386 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/109-north-chubb-ridge-clayton-nc-27520/2893665,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
107,"103 North Chubb Ridge. Clayton, NC 27520 ","From $268,990","103 North Chubb Ridge. Clayton, NC 27520","3 Br | 2 Ba | 1 Gr | 1,386 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/103-north-chubb-ridge-clayton-nc-27520/2893663,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
108,"107 North Chubb Ridge. Clayton, NC 27520 ","From $268,990","107 North Chubb Ridge. Clayton, NC 27520","3 Br | 2 Ba | 1 Gr | 1,386 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/107-north-chubb-ridge-clayton-nc-27520/2893670,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
109,"105 North Chubb Ridge. Clayton, NC 27520 ","From $268,990","105 North Chubb Ridge. Clayton, NC 27520","3 Br | 2 Ba | 1 Gr | 1,386 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/105-north-chubb-ridge-clayton-nc-27520/2893666,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
110,"111 North Chubb Ridge. Clayton, NC 27520 ","From $272,990","111 North Chubb Ridge. Clayton, NC 27520","3 Br | 2 Ba | 1 Gr | 1,386 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/111-north-chubb-ridge-clayton-nc-27520/2893669,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
111,"101 North Chubb Ridge. Clayton, NC 27520 ","From $272,990","101 North Chubb Ridge. Clayton, NC 27520","3 Br | 2 Ba | 1 Gr | 1,386 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/101-north-chubb-ridge-clayton-nc-27520/2893664,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
112,"Falcon | Clayton, NC | Clayton, NC","From $311,990","Falcon | Clayton, NC","3 Br | 2 Ba | 2 Gr | 1,206 sq ft",Starlight Homes,https://www.newhomesource.com/plan/falcon-starlight-homes-clayton-nc/3174783,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
113,"Larissa | Clayton, NC | Clayton, NC","From $326,990","Larissa | Clayton, NC","3 Br | 2 Ba | 2 Gr | 1,429 sq ft",Starlight Homes,https://www.newhomesource.com/plan/larissa-starlight-homes-clayton-nc/2848420,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
114,"Glimmer | Clayton, NC | Clayton, NC","From $331,990","Glimmer | Clayton, NC","3 Br | 2 Ba | 2 Gr | 1,536 sq ft",Starlight Homes,https://www.newhomesource.com/plan/glimmer-starlight-homes-clayton-nc/2848415,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
115,"Firefly | Clayton, NC | Clayton, NC","From $346,990","Firefly | Clayton, NC","4 Br | 2 Ba | 2 Gr | 1,827 sq ft",Starlight Homes,https://www.newhomesource.com/plan/firefly-starlight-homes-clayton-nc/2973652,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
116,"110 Gabriel Court. Clayton, NC 27520 ","From $349,990","110 Gabriel Court. Clayton, NC 27520","3 Br | 2 Ba | 2 Gr | 1,826 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/110-gabriel-court-clayton-nc-27520/2893671,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
117,"Voyager | Clayton, NC | Clayton, NC","From $351,990","Voyager | Clayton, NC","3 Br | 2 Ba | 2 Gr | 1,826 sq ft",Starlight Homes,https://www.newhomesource.com/plan/voyager-starlight-homes-clayton-nc/3174784,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
118,"108 Gabriel Court. Clayton, NC 27520 ","From $364,990","108 Gabriel Court. Clayton, NC 27520","4 Br | 2 Ba | 2 Gr | 2,095 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/108-gabriel-court-clayton-nc-27520/2893668,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
119,"Beacon | Clayton, NC | Clayton, NC","From $366,990","Beacon | Clayton, NC","4 Br | 2 Ba | 2 Gr | 2,095 sq ft",Starlight Homes,https://www.newhomesource.com/plan/beacon-starlight-homes-clayton-nc/2848416,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
120,"Magellan | Clayton, NC | Clayton, NC","From $371,990","Magellan | Clayton, NC","4 Br | 3 Ba | 2 Gr | 2,260 sq ft",Starlight Homes,https://www.newhomesource.com/plan/magellan-starlight-homes-clayton-nc/3148972,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
121,"Splendor | Clayton, NC | Clayton, NC","From $379,990","Splendor | Clayton, NC","4 Br | 2 Ba | 2 Gr | 2,279 sq ft",Starlight Homes,https://www.newhomesource.com/plan/splendor-starlight-homes-clayton-nc/2848417,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
122,"113 North Keatts Winner Court. Clayton, NC 27520 ","From $379,990","113 North Keatts Winner Court. Clayton, NC 27520","4 Br | 2 Ba | 2 Gr | 2,338 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/113-north-keatts-winner-court-clayton-nc-27520/2893660,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
123,"Spectra | Clayton, NC | Clayton, NC","From $382,990","Spectra | Clayton, NC","4 Br | 2 Ba | 2 Gr | 2,338 sq ft",Starlight Homes,https://www.newhomesource.com/plan/spectra-starlight-homes-clayton-nc/2848418,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
124,"Supernova | Clayton, NC | Clayton, NC","From $399,990","Supernova | Clayton, NC","5 Br | 3 Ba | 2 Gr | 2,688 sq ft",Starlight Homes,https://www.newhomesource.com/plan/supernova-starlight-homes-clayton-nc/2848421,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
125,"The Maple | Clayton, NC | Clayton, NC","From $369,900","The Maple | Clayton, NC","3 Br | 2.5 Ba | 2 Gr | 2,160 sq ft",Chesapeake Homes,https://www.newhomesource.com/plan/the-maple-chesapeake-homes-clayton-nc/1801395,We're Proud to Support Our Hometown Heroes,"This is why we offer special incentives for all school teachers, first responders, all active and retired military, and medical personnel¡­ enjoy $1000 in FREE Options with your purchase of one of our quality homes!",,,
126,"The Hickory | Clayton, NC | Clayton, NC","From $379,900","The Hickory | Clayton, NC","3 Br | 2.5 Ba | 2 Gr | 1,932 sq ft",Chesapeake Homes,https://www.newhomesource.com/plan/the-hickory-chesapeake-homes-clayton-nc/1801392,We're Proud to Support Our Hometown Heroes,"This is why we offer special incentives for all school teachers, first responders, all active and retired military, and medical personnel¡­ enjoy $1000 in FREE Options with your purchase of one of our quality homes!",,,
127,"Ashford | Wake Forest, NC | Wake Forest, NC","From $487,999","Ashford | Wake Forest, NC","4 Br | 2.5 Ba | 2 Gr | 2,700 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/ashford-taylor-morrison-wake-forest-nc/2523216,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
128,"964 Myers Point Drive. Morrisville, NC 27560 ","From $799,990","964 Myers Point Drive. Morrisville, NC 27560","4 Br | 3.5 Ba | 2 Gr | 3,382 sq ft",Baker Residential,https://www.newhomesource.com/specdetail/964-myers-point-drive-morrisville-nc-27560/2833981,,,,,
129,"Bartlett | Durham, NC | Durham, NC","From $394,990","Bartlett | Durham, NC","3 Br | 2.5 Ba | 2 Gr | 1,650 sq ft",Tri Pointe Homes,https://www.newhomesource.com/plan/bartlett-tri-pointe-homes-durham-nc/2811105,Well-Being by Design,"LivingSmart? in its entirety is all about health and well-being for you and your family, as well as the planet. It¡¯s the ultimate win-win that improves everyday life for years to come.",,,
130,"Eno | Durham, NC | Durham, NC","From $399,990","Eno | Durham, NC","3 Br | 2.5 Ba | 2 Gr | 1,785 sq ft",Tri Pointe Homes,https://www.newhomesource.com/plan/eno-tri-pointe-homes-durham-nc/2811104,Well-Being by Design,"LivingSmart? in its entirety is all about health and well-being for you and your family, as well as the planet. It¡¯s the ultimate win-win that improves everyday life for years to come.",,,
131,"Shepard | Durham, NC | Durham, NC","From $409,990","Shepard | Durham, NC","3 Br | 2.5 Ba | 2 Gr | 1,897 sq ft",Tri Pointe Homes,https://www.newhomesource.com/plan/shepard-tri-pointe-homes-durham-nc/2811103,Well-Being by Design,"LivingSmart? in its entirety is all about health and well-being for you and your family, as well as the planet. It¡¯s the ultimate win-win that improves everyday life for years to come.",,,
132,"624 Brittany Ct. Durham, NC 27703 ","From $424,000","624 Brittany Ct. Durham, NC 27703","3 Br | 2.5 Ba | 2 Gr | 1,650 sq ft",Tri Pointe Homes,https://www.newhomesource.com/specdetail/624-brittany-ct-durham-nc-27703/2838700,Well-Being by Design,"LivingSmart? in its entirety is all about health and well-being for you and your family, as well as the planet. It¡¯s the ultimate win-win that improves everyday life for years to come.",,,
133,"909 Montague Avenue. Durham, NC 27703 ","From $427,088","909 Montague Avenue. Durham, NC 27703","3 Br | 2.5 Ba | 2 Gr | 1,650 sq ft",Tri Pointe Homes,https://www.newhomesource.com/specdetail/909-montague-avenue-durham-nc-27703/2838701,Well-Being by Design,"LivingSmart? in its entirety is all about health and well-being for you and your family, as well as the planet. It¡¯s the ultimate win-win that improves everyday life for years to come.",,,
134,"622 Brittany Ct. Durham, NC 27703 ","From $449,951","622 Brittany Ct. Durham, NC 27703","3 Br | 2.5 Ba | 2 Gr | 1,897 sq ft",Tri Pointe Homes,https://www.newhomesource.com/specdetail/622-brittany-ct-durham-nc-27703/2838702,Well-Being by Design,"LivingSmart? in its entirety is all about health and well-being for you and your family, as well as the planet. It¡¯s the ultimate win-win that improves everyday life for years to come.",,,
135,"620 Brittany Ct. Durham, NC 27703 ","From $452,973","620 Brittany Ct. Durham, NC 27703","3 Br | 2.5 Ba | 2 Gr | 1,785 sq ft",Tri Pointe Homes,https://www.newhomesource.com/specdetail/620-brittany-ct-durham-nc-27703/2863385,Well-Being by Design,"LivingSmart? in its entirety is all about health and well-being for you and your family, as well as the planet. It¡¯s the ultimate win-win that improves everyday life for years to come.",,,
136,"Hemingway | Durham, NC | Durham, NC","From $341,990","Hemingway | Durham, NC","3 Br | 2.5 Ba | 1 Gr | 1,558 sq ft",Pulte Homes,https://www.newhomesource.com/plan/hemingway-pulte-homes-durham-nc/2968812,"$2,000 Incentive for Hometown Heroes!*",,,,
137,"Hayden | Durham, NC | Durham, NC","From $363,990","Hayden | Durham, NC","3 Br | 2.5 Ba | 2 Gr | 1,805 sq ft",Pulte Homes,https://www.newhomesource.com/plan/hayden-pulte-homes-durham-nc/2968816,"$2,000 Incentive for Hometown Heroes!*",,,,
138,"Raritan | Durham, NC | Durham, NC","From $374,990","Raritan | Durham, NC","3 Br | 2.5 Ba | 2 Gr | 1,865 sq ft",Pulte Homes,https://www.newhomesource.com/plan/raritan-pulte-homes-durham-nc/2968814,"$2,000 Incentive for Hometown Heroes!*",,,,
139,"Brookstream | Durham, NC | Durham, NC","From $375,990","Brookstream | Durham, NC","3 Br | 2.5 Ba | 2 Gr | 1,872 sq ft",Pulte Homes,https://www.newhomesource.com/plan/brookstream-pulte-homes-durham-nc/2968815,"$2,000 Incentive for Hometown Heroes!*",,,,
140,"3410 Pelican Lane. Durham, NC 27703 ","From $421,380","3410 Pelican Lane. Durham, NC 27703","3 Br | 2.5 Ba | 2 Gr | 1,872 sq ft",Pulte Homes,https://www.newhomesource.com/specdetail/3410-pelican-lane-durham-nc-27703/2891580,"$2,000 Incentive for Hometown Heroes!*",,,,
141,"3400 Pelican Lane. Durham, NC 27703 ","From $431,920","3400 Pelican Lane. Durham, NC 27703","3 Br | 2.5 Ba | 2 Gr | 1,865 sq ft",Pulte Homes,https://www.newhomesource.com/specdetail/3400-pelican-lane-durham-nc-27703/2891579,"$2,000 Incentive for Hometown Heroes!*",,,,
142,"3408 Pelican Lane. Durham, NC 27703 ","From $434,900","3408 Pelican Lane. Durham, NC 27703","3 Br | 2.5 Ba | 2 Gr | 1,865 sq ft",Pulte Homes,https://www.newhomesource.com/specdetail/3408-pelican-lane-durham-nc-27703/2891582,"$2,000 Incentive for Hometown Heroes!*",,,,
143,"Harris | Durham, NC | Durham, NC","From $435,990","Harris | Durham, NC","3 Br | 2.5 Ba | 2 Gr | 2,052 sq ft",Pulte Homes,https://www.newhomesource.com/plan/harris-pulte-homes-durham-nc/2968813,"$2,000 Incentive for Hometown Heroes!*",,,,
144,"3414 Pelican Lane. Durham, NC 27703 ","From $439,710","3414 Pelican Lane. Durham, NC 27703","3 Br | 2.5 Ba | 2 Gr | 1,872 sq ft",Pulte Homes,https://www.newhomesource.com/specdetail/3414-pelican-lane-durham-nc-27703/2891581,"$2,000 Incentive for Hometown Heroes!*",,,,
145,"Murray | Durham, NC | Durham, NC","From $451,990","Murray | Durham, NC","3 Br | 2.5 Ba | 2 Gr | 2,350 sq ft",Pulte Homes,https://www.newhomesource.com/plan/murray-pulte-homes-durham-nc/2968818,"$2,000 Incentive for Hometown Heroes!*",,,,
146,"Aspire | Durham, NC | Durham, NC","From $461,990","Aspire | Durham, NC","3 Br | 2.5 Ba | 2 Gr | 2,266 sq ft",Pulte Homes,https://www.newhomesource.com/plan/aspire-pulte-homes-durham-nc/2968817,"$2,000 Incentive for Hometown Heroes!*",,,,
147,"Hampton | Durham, NC | Durham, NC","From $475,990","Hampton | Durham, NC","4 Br | 2.5 Ba | 2 Gr | 2,614 sq ft",Pulte Homes,https://www.newhomesource.com/plan/hampton-pulte-homes-durham-nc/2968820,"$2,000 Incentive for Hometown Heroes!*",,,,
148,"Mitchell | Durham, NC | Durham, NC","From $496,990","Mitchell | Durham, NC","4 Br | 2.5 Ba | 2 Gr | 3,018 sq ft",Pulte Homes,https://www.newhomesource.com/plan/mitchell-pulte-homes-durham-nc/2968819,"$2,000 Incentive for Hometown Heroes!*",,,,
149,"1013 Freestone Rd. Durham, NC 27703 ","From $499,990","1013 Freestone Rd. Durham, NC 27703","4 Br | 3 Ba | 2 Gr | 2,350 sq ft",Pulte Homes,https://www.newhomesource.com/specdetail/1013-freestone-rd-durham-nc-27703/2877045,"$2,000 Incentive for Hometown Heroes!*",,,,
150,"1401 Hollyview Ave. Durham, NC 27703 ","From $559,750","1401 Hollyview Ave. Durham, NC 27703","5 Br | 4 Ba | 2 Gr | 2,657 sq ft",Pulte Homes,https://www.newhomesource.com/specdetail/1401-hollyview-ave-durham-nc-27703/2877047,"$2,000 Incentive for Hometown Heroes!*",,,,
